work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,job_type,company_location,company_size
2022,Mid,Full_Time,Data Analyst,58000,United States,onsite,United States,Small
2022,Executive,Full_Time,Analytics Engineer,135000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,170000,United States,remote,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,189650,United States,onsite,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,164996,United States,onsite,United States,Medium
2022,Mid,Full_Time,ETL Developer,54957,Greece,onsite,Greece,Medium
2022,Executive,Full_Time,Lead Data Engineer,118187,Canada,remote,Canada,Small
2022,Senior,Full_Time,Data Analyst,132000,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Architect,208775,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Architect,147800,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,136994,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,101570,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,128875,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,93700,United States,remote,United States,Medium
2022,Executive,Full_Time,Head of Machine Learning,79039,India,hybrid,India,Large
2022,Entry,Full_Time,Machine Learning Engineer,37300,United Kingdom,remote,United Kingdom,Large
2022,Senior,Full_Time,Data Analyst,164000,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Engineer,155000,United States,remote,United States,Medium
2022,Mid,Full_Time,Machine Learning Engineer,124333,United Kingdom,onsite,United Kingdom,Medium
2022,Mid,Full_Time,Machine Learning Engineer,98158,United Kingdom,onsite,United Kingdom,Medium
2022,Mid,Full_Time,AI Scientist,120000,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Analytics Manager,145000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analytics Manager,105400,United States,remote,United States,Medium
2022,Mid,Full_Time,Machine Learning Engineer,87932,France,remote,Germany,Medium
2022,Mid,Full_Time,Data Engineer,117789,United Kingdom,onsite,United Kingdom,Medium
2022,Senior,Full_Time,Data Scientist,215300,United States,remote,United States,Large
2022,Senior,Full_Time,Data Scientist,158200,United States,remote,United States,Large
2022,Senior,Full_Time,Data Engineer,209100,United States,remote,United States,Large
2022,Senior,Full_Time,Data Engineer,154600,United States,remote,United States,Large
2022,Senior,Full_Time,Data Analyst,115934,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Analyst,81666,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Engineer,175000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Engineer,98158,United Kingdom,onsite,United Kingdom,Medium
2022,Senior,Full_Time,Data Engineer,183600,United States,remote,United States,Large
2022,Mid,Full_Time,Data Analyst,52351,United Kingdom,remote,United Kingdom,Medium
2022,Senior,Full_Time,Data Scientist,180000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,71982,United Kingdom,onsite,United Kingdom,Medium
2022,Mid,Full_Time,Data Scientist,45807,United Kingdom,onsite,United Kingdom,Medium
2022,Mid,Full_Time,Data Engineer,65949,Greece,remote,Greece,Medium
2022,Mid,Full_Time,Data Engineer,49461,Greece,remote,Greece,Medium
2022,Mid,Full_Time,Data Engineer,78526,United Kingdom,remote,United Kingdom,Medium
2022,Mid,Full_Time,Data Engineer,58894,United Kingdom,remote,United Kingdom,Medium
2022,Senior,Full_Time,Data Scientist,260000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Science Engineer,60000,Argentina,remote,Mexico,Large
2022,Mid,Full_Time,Data Engineer,63900,United States,onsite,United States,Medium
2022,Mid,Full_Time,Machine Learning Scientist,160000,United States,remote,United States,Large
2022,Mid,Full_Time,Machine Learning Scientist,112300,United States,remote,United States,Large
2022,Mid,Full_Time,Data Science Manager,241000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Science Manager,159000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,180000,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Scientist,80000,United States,onsite,United States,Medium
2022,Mid,Full_Time,Data Engineer,82900,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Engineer,100800,United States,remote,United States,Large
2022,Mid,Full_Time,Data Engineer,49461,Spain,remote,Spain,Medium
2022,Senior,Full_Time,Data Scientist,140400,United States,onsite,United States,Large
2022,Mid,Full_Time,Data Analyst,39263,United Kingdom,remote,United Kingdom,Medium
2022,Mid,Full_Time,Data Analyst,43966,Spain,remote,Spain,Medium
2022,Mid,Full_Time,Data Analyst,32974,Spain,remote,Spain,Medium
2022,Mid,Full_Time,Data Engineer,87932,Spain,remote,Spain,Medium
2022,Mid,Full_Time,Data Engineer,76940,Spain,remote,Spain,Medium
2022,Mid,Full_Time,Data Engineer,104702,United Kingdom,remote,United Kingdom,Medium
2022,Mid,Full_Time,Data Engineer,91614,United Kingdom,remote,United Kingdom,Medium
2022,Mid,Full_Time,Data Engineer,65949,Spain,remote,Spain,Medium
2022,Mid,Full_Time,Data Engineer,87932,Greece,remote,Greece,Medium
2022,Mid,Full_Time,Data Analyst,43966,Greece,remote,Greece,Medium
2022,Mid,Full_Time,Data Analyst,32974,Greece,remote,Greece,Medium
2022,Mid,Full_Time,Data Engineer,98158,United Kingdom,remote,United Kingdom,Medium
2022,Senior,Full_Time,Data Scientist,215300,United States,onsite,United States,Large
2022,Mid,Full_Time,Data Engineer,76940,Greece,remote,Greece,Medium
2022,Senior,Full_Time,Data Engineer,180000,United States,remote,United States,Medium
2022,Entry,Full_Time,ML Engineer,21983,Portugal,remote,Portugal,Large
2022,Senior,Full_Time,Data Engineer,80000,United States,remote,United States,Medium
2022,Mid,Full_Time,Machine Learning Developer,78791,Canada,remote,Canada,Medium
2022,Executive,Full_Time,Director of Data Science,196979,Canada,hybrid,Canada,Large
2022,Mid,Full_Time,Machine Learning Engineer,120000,United States,remote,United States,Small
2022,Entry,Full_Time,Computer Vision Engineer,125000,United States,onsite,United States,Medium
2022,Mid,Full_Time,NLP Engineer,37236,United States,hybrid,United States,Large
2022,Senior,Full_Time,Data Engineer,105000,United States,remote,United States,Medium
2022,Senior,Full_Time,Lead Machine Learning Engineer,87932,Germany,onsite,Germany,Medium
2022,Mid,Full_Time,Business Data Analyst,18442,India,remote,India,Medium
2022,Mid,Full_Time,Data Scientist,31615,India,remote,India,Large
2022,Mid,Full_Time,Machine Learning Infrastructure Engineer,58255,Portugal,hybrid,Portugal,Large
2022,Entry,Full_Time,Financial Data Analyst,100000,United States,hybrid,United States,Large
2022,Mid,Part_Time,Data Engineer,54957,Germany,hybrid,Germany,Large
2022,Entry,Full_Time,Data Scientist,18442,India,remote,India,Medium
2022,Senior,Full_Time,Principal Data Scientist,162674,Germany,remote,Germany,Medium
2022,Entry,Full_Time,Data Engineer,120000,United States,remote,United States,Medium
2022,Senior,Full_Time,Research Scientist,144000,United States,hybrid,United States,Large
2022,Senior,Full_Time,Data Scientist,104890,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,100000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,140000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Analyst,135000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Analyst,50000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,220000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,183228,United Kingdom,onsite,United Kingdom,Medium
2022,Mid,Full_Time,Data Scientist,91614,United Kingdom,onsite,United Kingdom,Medium
2022,Senior,Full_Time,Data Scientist,185100,United States,remote,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,220000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,200000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,120000,United States,remote,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,120000,United Arab Emirates,remote,United Arab Emirates,Small
2022,Senior,Full_Time,Machine Learning Engineer,65000,United Arab Emirates,remote,United Arab Emirates,Small
2022,Executive,Full_Time,Data Engineer,324000,United States,remote,United States,Medium
2022,Executive,Full_Time,Data Engineer,216000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,210000,United States,remote,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,120000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,230000,United States,remote,United States,Medium
2022,Entry,Part_Time,Data Scientist,100000,Algeria,hybrid,Algeria,Medium
2022,Mid,Freelance,Data Scientist,100000,Canada,remote,United States,Medium
2022,Entry,Contract,Applied Machine Learning Scientist,31875,Tunisia,remote,Czechia,Medium
2022,Senior,Full_Time,Head of Data,200000,Malaysia,remote,United States,Medium
2022,Mid,Full_Time,Principal Data Analyst,75000,Canada,remote,Canada,Small
2022,Mid,Full_Time,Data Scientist,35590,Poland,remote,Poland,Large
2022,Senior,Full_Time,Machine Learning Developer,78791,Canada,remote,Canada,Medium
2022,Senior,Full_Time,Data Scientist,100000,Brazil,remote,United States,Medium
2022,Mid,Full_Time,Machine Learning Scientist,153000,United States,hybrid,United States,Medium
2022,Entry,Full_Time,Data Engineer,58035,Pakistan,remote,Germany,Medium
2022,Senior,Full_Time,Data Scientist,165000,United States,remote,United States,Medium
2022,Senior,Full_Time,Research Scientist,93427,France,hybrid,France,Large
2022,Entry,Full_Time,Data Scientist,52396,Canada,remote,Canada,Large
2022,Senior,Full_Time,Machine Learning Engineer,62651,Netherlands,remote,Netherlands,Large
2022,Mid,Full_Time,Head of Data,32974,Estonia,remote,Estonia,Small
2022,Entry,Full_Time,Data Scientist,40000,Japan,remote,Malaysia,Large
2022,Mid,Full_Time,Machine Learning Engineer,87425,Australia,remote,Australia,Large
2022,Senior,Full_Time,Data Engineer,115000,United States,remote,United States,Medium
2022,Entry,Full_Time,Data Scientist,86703,Australia,hybrid,Australia,Medium
2022,Mid,Full_Time,Applied Machine Learning Scientist,75000,"Bolivia, Plurinational State of",remote,United States,Large
2022,Mid,Full_Time,Research Scientist,64849,Austria,onsite,Austria,Large
2022,Entry,Full_Time,Research Scientist,120000,United States,remote,United States,Large
2022,Mid,Full_Time,Applied Data Scientist,157000,United States,remote,United States,Large
2022,Entry,Full_Time,Computer Vision Software Engineer,150000,Australia,remote,Australia,Small
2022,Mid,Full_Time,Business Data Analyst,70912,Canada,hybrid,Canada,Large
2022,Entry,Full_Time,Data Engineer,65000,United States,remote,United States,Small
2022,Senior,Full_Time,Machine Learning Engineer,71444,Ireland,remote,Ireland,Small
2022,Entry,Full_Time,Data Analytics Engineer,20000,Pakistan,onsite,Pakistan,Medium
2022,Mid,Full_Time,Data Scientist,48000,Russian Federation,remote,United States,Small
2022,Senior,Full_Time,Data Science Manager,152500,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Engineer,68147,France,remote,France,Medium
2022,Mid,Full_Time,Data Scientist,122346,Switzerland,onsite,Switzerland,Large
2022,Senior,Full_Time,Applied Data Scientist,380000,United States,remote,United States,Large
2022,Mid,Full_Time,Data Scientist,69336,Canada,remote,Canada,Medium
2022,Entry,Full_Time,Computer Vision Engineer,10000,Portugal,remote,Luxembourg,Medium
2022,Mid,Full_Time,Data Analyst,20000,Greece,remote,Greece,Small
2022,Senior,Full_Time,Data Analytics Lead,405000,United States,remote,United States,Large
2022,Mid,Full_Time,Data Scientist,135000,United States,remote,United States,Large
2022,Senior,Full_Time,Applied Data Scientist,177000,United States,remote,United States,Large
2022,Mid,Full_Time,Data Scientist,78000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,100000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Analyst,85000,Canada,onsite,Canada,Medium
2022,Mid,Full_Time,Data Analyst,75000,Canada,onsite,Canada,Medium
2022,Senior,Full_Time,Machine Learning Engineer,214000,United States,remote,United States,Medium
2022,Senior,Full_Time,Machine Learning Engineer,192600,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Architect,266400,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Architect,213120,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,141300,United States,onsite,United States,Medium
2022,Mid,Full_Time,Data Scientist,102100,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Analyst,115934,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,81666,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Engineer,206699,United States,onsite,United States,Medium
2022,Mid,Full_Time,Data Engineer,99100,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Engineer,130000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,110500,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,99050,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,160000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,205300,United States,onsite,United States,Large
2022,Senior,Full_Time,Data Scientist,176000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,144000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,200100,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,145000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,70500,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Scientist,205300,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Scientist,140400,United States,onsite,United States,Medium
2022,Senior,Full_Time,Analytics Engineer,205300,United States,onsite,United States,Medium
2022,Senior,Full_Time,Analytics Engineer,184700,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Engineer,175100,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,140250,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,116150,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,54000,United States,onsite,United States,Medium
2022,Mid,Full_Time,Data Analyst,65438,United Kingdom,onsite,United Kingdom,Medium
2022,Senior,Full_Time,Data Analyst,80000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,210000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,69000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,150075,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,25000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,126500,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,106260,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,220110,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,160080,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,105000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,110925,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Analyst,45807,United Kingdom,onsite,United Kingdom,Medium
2022,Senior,Full_Time,Data Analyst,60000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Architect,192564,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Architect,144854,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Scientist,150000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analytics Manager,150260,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analytics Manager,109280,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,160000,United States,remote,United States,Medium
2022,Mid,Full_Time,Data Scientist,130000,United States,remote,United States,Medium
2022,Entry,Full_Time,Data Analyst,67000,Canada,onsite,Canada,Medium
2022,Entry,Full_Time,Data Analyst,52000,Canada,onsite,Canada,Medium
2022,Senior,Full_Time,Data Engineer,154000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Engineer,126000,United States,remote,United States,Medium
2022,Senior,Full_Time,Data Analyst,129000,United States,onsite,United States,Medium
2022,Senior,Full_Time,Data Analyst,150000,United States,remote,United States,Medium
2022,Mid,Full_Time,AI Scientist,200000,India,remote,United States,Large
